Number of parties: 4
[*] Sample 11768: NULL
[*] Sample 11769: NULL
[*] Sample 11770: NULL
[*] Sample 11771: NULL
[*] Sample 11772: NULL
[*] Sample 11773: NULL
[*] Sample 11774: 5
[*] Sample 11775: NULL
[*] Sample 11776: NULL
[*] Sample 11777: 5
[*] Sample 11778: 9
[*] Sample 11779: NULL
[*] Sample 11780: NULL
[*] Sample 11781: 9
[*] Sample 11782: 7
[*] Sample 11783: NULL
[*] Sample 11784: NULL
[*] Sample 11785: NULL
[*] Sample 11786: NULL
[*] Sample 11787: 2
[*] Sample 11788: NULL
[*] Sample 11789: 9
[*] Sample 11790: 2
[*] Sample 11791: NULL
[*] Sample 11792: 7
[*] Sample 11793: 5
[*] Sample 11794: NULL
[*] Sample 11795: NULL
[*] Sample 11796: NULL
[*] Sample 11797: 1
[*] Sample 11798: NULL
[*] Sample 11799: 5
[*] Sample 11800: NULL
[*] Sample 11801: NULL
[*] Sample 11802: NULL
[*] Sample 11803: 1
[*] Sample 11804: 2
[*] Sample 11805: NULL
[*] Sample 11806: 3
[*] Sample 11807: 7
[*] Sample 11808: NULL
[*] Sample 11809: NULL
[*] Sample 11810: NULL
[*] Sample 11811: NULL
[*] Sample 11812: NULL
[*] Sample 11813: NULL
[*] Sample 11814: NULL
[*] Sample 11815: NULL
[*] Sample 11816: NULL
[*] Sample 11817: 5
[*] Sample 11818: NULL
[*] Sample 11819: 5
[*] Sample 11820: 1
[*] Sample 11821: 2
[*] Sample 11822: 1
[*] Sample 11823: 5
[*] Sample 11824: 1
[*] Sample 11825: NULL
[*] Sample 11826: NULL
[*] Sample 11827: 0
[*] Sample 11828: NULL
[*] Sample 11829: 4
[*] Sample 11830: NULL
[*] Sample 11831: NULL
[*] Sample 11832: NULL
[*] Sample 11833: 8
[*] Sample 11834: 2
[*] Sample 11835: NULL
[*] Sample 11836: 2
[*] Sample 11837: 4
[*] Sample 11838: 3
[*] Sample 11839: NULL
[*] Sample 11840: NULL
[*] Sample 11841: NULL
[*] Sample 11842: NULL
[*] Sample 11843: NULL
[*] Sample 11844: NULL
[*] Sample 11845: NULL
[*] Sample 11846: 7
[*] Sample 11847: 0
[*] Sample 11848: NULL
[*] Sample 11849: NULL
[*] Sample 11850: NULL
[*] Sample 11851: 2
[*] Sample 11852: NULL
[*] Sample 11853: 3
[*] Sample 11854: 4
[*] Sample 11855: NULL
[*] Sample 11856: NULL
[*] Sample 11857: NULL
[*] Sample 11858: 0
[*] Sample 11859: NULL
[*] Sample 11860: NULL
[*] Sample 11861: 9
[*] Sample 11862: NULL
[*] Sample 11863: 8
[*] Sample 11864: NULL
[*] Sample 11865: NULL
[*] Sample 11866: NULL
[*] Sample 11867: NULL
[*] Sample 11868: 4
[*] Sample 11869: NULL
[*] Sample 11870: 2
[*] Sample 11871: 3
[*] Sample 11872: 3
[*] Sample 11873: 3
[*] Sample 11874: NULL
[*] Sample 11875: 6
[*] Sample 11876: 7
[*] Sample 11877: NULL
[*] Sample 11878: NULL
[*] Sample 11879: NULL
[*] Sample 11880: NULL
[*] Sample 11881: 9
[*] Sample 11882: 8
[*] Sample 11883: NULL
[*] Sample 11884: NULL
[*] Sample 11885: NULL
[*] Sample 11886: 2
[*] Sample 11887: 2
[*] Sample 11888: NULL
[*] Sample 11889: 9
[*] Sample 11890: 1
[*] Sample 11891: 6
[*] Sample 11892: NULL
[*] Sample 11893: NULL
[*] Sample 11894: NULL
[*] Sample 11895: 3
[*] Sample 11896: 9
[*] Sample 11897: NULL
[*] Sample 11898: NULL
[*] Sample 11899: 1
[*] Sample 11900: NULL
[*] Sample 11901: NULL
[*] Sample 11902: 4
[*] Sample 11903: 2
[*] Sample 11904: NULL
[*] Sample 11905: 1
[*] Sample 11906: NULL
[*] Sample 11907: NULL
[*] Sample 11908: NULL
[*] Sample 11909: NULL
[*] Sample 11910: NULL
[*] Sample 11911: NULL
[*] Sample 11912: NULL
[*] Sample 11913: NULL
[*] Sample 11914: NULL
[*] Sample 11915: NULL
[*] Sample 11916: NULL
[*] Sample 11917: NULL
[*] Sample 11918: 1
[*] Sample 11919: NULL
[*] Sample 11920: NULL
[*] Sample 11921: NULL
[*] Sample 11922: NULL
[*] Sample 11923: 2
[*] Sample 11924: 8
[*] Sample 11925: 1
[*] Sample 11926: NULL
[*] Sample 11927: NULL
[*] Sample 11928: NULL
[*] Sample 11929: 5
[*] Sample 11930: NULL
[*] Sample 11931: NULL
[*] Sample 11932: NULL
[*] Sample 11933: NULL
[*] Sample 11934: 4
[*] Sample 11935: NULL
[*] Sample 11936: 2
[*] Sample 11937: 1
[*] Sample 11938: NULL
[*] Sample 11939: 6
[*] Sample 11940: 6
[*] Sample 11941: NULL
[*] Sample 11942: NULL
[*] Sample 11943: NULL
[*] Sample 11944: 2
[*] Sample 11945: NULL
[*] Sample 11946: NULL
[*] Sample 11947: 6
[*] Sample 11948: 1
[*] Sample 11949: NULL
[*] Sample 11950: NULL
[*] Sample 11951: 3
[*] Sample 11952: NULL
[*] Sample 11953: 0
[*] Sample 11954: 8
[*] Sample 11955: NULL
[*] Sample 11956: 0
[*] Sample 11957: 2
[*] Sample 11958: 6
[*] Sample 11959: NULL
[*] Sample 11960: NULL
[*] Sample 11961: NULL
[*] Sample 11962: NULL
[*] Sample 11963: NULL
[*] Sample 11964: NULL
[*] Sample 11965: 4
[*] Sample 11966: 1
[*] Sample 11967: NULL
[*] Sample 11968: NULL
[*] Sample 11969: NULL
[*] Sample 11970: NULL
[*] Sample 11971: NULL
[*] Sample 11972: 5
[*] Sample 11973: 5
[*] Sample 11974: NULL
[*] Sample 11975: 4
[*] Sample 11976: NULL
[*] Sample 11977: NULL
[*] Sample 11978: 1
[*] Sample 11979: 9
[*] Sample 11980: NULL
[*] Sample 11981: 1
[*] Sample 11982: NULL
[*] Sample 11983: NULL
[*] Sample 11984: 9
[*] Sample 11985: 9
[*] Sample 11986: NULL
[*] Sample 11987: NULL
[*] Sample 11988: 7
[*] Sample 11989: NULL
[*] Sample 11990: NULL
[*] Sample 11991: 9
[*] Sample 11992: NULL
[*] Sample 11993: 1
[*] Sample 11994: 4
[*] Sample 11995: 1
[*] Sample 11996: 3
[*] Sample 11997: NULL
[*] Sample 11998: 8
[*] Sample 11999: NULL
[*] Sample 12000: 4
[*] Sample 12001: NULL
[*] Sample 12002: NULL
[*] Sample 12003: NULL
[*] Sample 12004: 1
[*] Sample 12005: 4
[*] Sample 12006: 2
[*] Sample 12007: NULL
[*] Sample 12008: NULL
[*] Sample 12009: 4
[*] Sample 12010: NULL
[*] Sample 12011: NULL
[*] Sample 12012: 3
[*] Sample 12013: 6
[*] Sample 12014: 2
[*] Sample 12015: 6
[*] Sample 12016: NULL
[*] Sample 12017: NULL
[*] Sample 12018: NULL
[*] Sample 12019: 6
[*] Sample 12020: NULL
[*] Sample 12021: NULL
[*] Sample 12022: NULL
[*] Sample 12023: 4
[*] Sample 12024: NULL
[*] Sample 12025: 1
[*] Sample 12026: 4
[*] Sample 12027: 2
[*] Sample 12028: 3
[*] Sample 12029: 7
[*] Sample 12030: NULL
[*] Sample 12031: 1
[*] Sample 12032: 8
[*] Sample 12033: 5
[*] Sample 12034: NULL
[*] Sample 12035: 1
[*] Sample 12036: NULL
[*] Sample 12037: NULL
[*] Sample 12038: NULL
[*] Sample 12039: 6
[*] Sample 12040: 4
[*] Sample 12041: NULL
[*] Sample 12042: NULL
[*] Sample 12043: NULL
[*] Sample 12044: NULL
[*] Sample 12045: NULL
[*] Sample 12046: NULL
[*] Sample 12047: NULL
[*] Sample 12048: NULL
[*] Sample 12049: NULL
[*] Sample 12050: 6
[*] Sample 12051: 1
[*] Sample 12052: NULL
[*] Sample 12053: NULL
[*] Sample 12054: 2
[*] Sample 12055: 3
[*] Sample 12056: NULL
[*] Sample 12057: 1
[*] Sample 12058: NULL
[*] Sample 12059: NULL
[*] Sample 12060: 3
[*] Sample 12061: NULL
[*] Sample 12062: NULL
[*] Sample 12063: 1
[*] Sample 12064: 1
[*] Sample 12065: 7
[*] Sample 12066: NULL
[*] Sample 12067: 0
[*] Sample 12068: 3
[*] Sample 12069: NULL
[*] Sample 12070: NULL
[*] Sample 12071: NULL
[*] Sample 12072: NULL
[*] Sample 12073: 1
[*] Sample 12074: 0
[*] Sample 12075: NULL
[*] Sample 12076: 7
[*] Sample 12077: NULL
[*] Sample 12078: NULL
[*] Sample 12079: 0
[*] Sample 12080: 6
[*] Sample 12081: 4
[*] Sample 12082: 9
[*] Sample 12083: 3
[*] Sample 12084: NULL
[*] Sample 12085: NULL
[*] Sample 12086: 9
[*] Sample 12087: NULL
[*] Sample 12088: NULL
[*] Sample 12089: 1
[*] Sample 12090: NULL
[*] Sample 12091: 3
[*] Sample 12092: 1
[*] Sample 12093: 2
[*] Sample 12094: NULL
[*] Sample 12095: NULL
[*] Sample 12096: NULL
[*] Sample 12097: NULL
[*] Sample 12098: 1
[*] Sample 12099: NULL
[*] Sample 12100: NULL
[*] Sample 12101: 6
[*] Sample 12102: NULL
[*] Sample 12103: 2
[*] Sample 12104: 0
[*] Sample 12105: NULL
[*] Sample 12106: 7
[*] Sample 12107: 3
[*] Sample 12108: NULL
[*] Sample 12109: 5
[*] Sample 12110: 6
[*] Sample 12111: NULL
[*] Sample 12112: NULL
[*] Sample 12113: 0
[*] Sample 12114: 7
[*] Sample 12115: 7
[*] Sample 12116: NULL
[*] Sample 12117: 1
[*] Sample 12118: 1
[*] Sample 12119: NULL
[*] Sample 12120: NULL
[*] Sample 12121: NULL
[*] Sample 12122: 2
[*] Sample 12123: NULL
[*] Sample 12124: 1
[*] Sample 12125: NULL
[*] Sample 12126: NULL
[*] Sample 12127: 2
[*] Sample 12128: NULL
[*] Sample 12129: NULL
[*] Sample 12130: NULL
[*] Sample 12131: 5
[*] Sample 12132: NULL
[*] Sample 12133: NULL
[*] Sample 12134: NULL
[*] Sample 12135: NULL
[*] Sample 12136: 2
[*] Sample 12137: NULL
[*] Sample 12138: 2
[*] Sample 12139: NULL
[*] Sample 12140: 4
[*] Sample 12141: NULL
[*] Sample 12142: NULL
[*] Sample 12143: NULL
[*] Sample 12144: 3
[*] Sample 12145: NULL
[*] Sample 12146: NULL
[*] Sample 12147: 3
[*] Sample 12148: 6
[*] Sample 12149: NULL
[*] Sample 12150: NULL
[*] Sample 12151: NULL
[*] Sample 12152: NULL
[*] Sample 12153: NULL
[*] Sample 12154: NULL
[*] Sample 12155: 1
[*] Sample 12156: 1
[*] Sample 12157: 6
[*] Sample 12158: 3
[*] Sample 12159: NULL
[*] Sample 12160: NULL
[*] Sample 12161: 2
[*] Sample 12162: NULL
[*] Sample 12163: 4
[*] Sample 12164: 7
[*] Sample 12165: NULL
[*] Sample 12166: NULL
[*] Sample 12167: 1
[*] Sample 12168: 4
[*] Sample 12169: 7
[*] Sample 12170: NULL
[*] Sample 12171: 0
[*] Sample 12172: NULL
[*] Sample 12173: 1
[*] Sample 12174: NULL
[*] Sample 12175: NULL
[*] Sample 12176: NULL
[*] Sample 12177: NULL
[*] Sample 12178: NULL
[*] Sample 12179: NULL
[*] Sample 12180: 7
[*] Sample 12181: NULL
[*] Sample 12182: NULL
[*] Sample 12183: NULL
[*] Sample 12184: 2
[*] Sample 12185: NULL
[*] Sample 12186: NULL
[*] Sample 12187: 6
[*] Sample 12188: NULL
[*] Sample 12189: NULL
[*] Sample 12190: 5
[*] Sample 12191: NULL
[*] Sample 12192: 1
[*] Sample 12193: 9
[*] Sample 12194: 8
[*] Sample 12195: 2
[*] Sample 12196: NULL
[*] Sample 12197: NULL
[*] Sample 12198: NULL
[*] Sample 12199: NULL
[*] Sample 12200: 0
[*] Sample 12201: NULL
[*] Sample 12202: 8
[*] Sample 12203: 5
[*] Sample 12204: NULL
[*] Sample 12205: 7
[*] Sample 12206: NULL
[*] Sample 12207: NULL
[*] Sample 12208: NULL
[*] Sample 12209: 1
[*] Sample 12210: NULL
[*] Sample 12211: 6
[*] Sample 12212: NULL
[*] Sample 12213: 1
[*] Sample 12214: 6
[*] Sample 12215: 4
[*] Sample 12216: NULL
[*] Sample 12217: NULL
[*] Sample 12218: NULL
[*] Sample 12219: 5
[*] Sample 12220: NULL
[*] Sample 12221: NULL
[*] Sample 12222: 1
[*] Sample 12223: NULL
[*] Sample 12224: NULL
[*] Sample 12225: NULL
[*] Sample 12226: NULL
[*] Sample 12227: NULL
[*] Sample 12228: 3
[*] Sample 12229: NULL
[*] Sample 12230: 7
[*] Sample 12231: NULL
[*] Sample 12232: NULL
[*] Sample 12233: NULL
[*] Sample 12234: 3
[*] Sample 12235: NULL
[*] Sample 12236: NULL
[*] Sample 12237: NULL
[*] Sample 12238: 1
[*] Sample 12239: NULL
[*] Sample 12240: NULL
[*] Sample 12241: 0
[*] Sample 12242: NULL
[*] Sample 12243: NULL
[*] Sample 12244: NULL
[*] Sample 12245: 5
[*] Sample 12246: 1
[*] Sample 12247: NULL
[*] Sample 12248: 6
[*] Sample 12249: 7
[*] Sample 12250: NULL
[*] Sample 12251: 8
[*] Sample 12252: 1
[*] Sample 12253: 2
[*] Sample 12254: NULL
[*] Sample 12255: 2
[*] Sample 12256: NULL
[*] Sample 12257: NULL
[*] Sample 12258: NULL
[*] Sample 12259: NULL
[*] Sample 12260: NULL
[*] Sample 12261: 7
[*] Sample 12262: NULL
[*] Sample 12263: NULL
[*] Sample 12264: 2
[*] Sample 12265: 5
[*] Sample 12266: 4
[*] Sample 12267: NULL
[*] Sample 12268: 3
[*] Sample 12269: NULL
[*] Sample 12270: NULL
[*] Sample 12271: 1
[*] Sample 12272: 1
[*] Sample 12273: NULL
[*] Sample 12274: NULL
[*] Sample 12275: NULL
[*] Sample 12276: NULL
[*] Sample 12277: NULL
[*] Sample 12278: 6
[*] Sample 12279: 3
[*] Sample 12280: NULL
[*] Sample 12281: NULL
[*] Sample 12282: 3
[*] Sample 12283: 2
[*] Sample 12284: NULL
[*] Sample 12285: 1
[*] Sample 12286: NULL
[*] Sample 12287: NULL
[*] Sample 12288: NULL
[*] Sample 12289: 7
[*] Sample 12290: NULL
[*] Sample 12291: NULL
[*] Sample 12292: NULL
[*] Sample 12293: NULL
[*] Sample 12294: 2
[*] Sample 12295: NULL
[*] Sample 12296: NULL
[*] Sample 12297: NULL
[*] Sample 12298: NULL
[*] Sample 12299: NULL
[*] Sample 12300: 9
[*] Sample 12301: 2
[*] Sample 12302: 2
[*] Sample 12303: NULL
[*] Sample 12304: 5
[*] Sample 12305: 1
[*] Sample 12306: NULL
[*] Sample 12307: 5
[*] Sample 12308: NULL
[*] Sample 12309: NULL
[*] Sample 12310: 2
[*] Sample 12311: 8
[*] Sample 12312: NULL
[*] Sample 12313: 5
[*] Sample 12314: 1
[*] Sample 12315: NULL
[*] Sample 12316: 0
[*] Sample 12317: NULL
[*] Sample 12318: NULL
[*] Sample 12319: NULL
[*] Sample 12320: NULL
[*] Sample 12321: NULL
[*] Sample 12322: NULL
[*] Sample 12323: 5
[*] Sample 12324: NULL
[*] Sample 12325: NULL
[*] Sample 12326: NULL
[*] Sample 12327: NULL
[*] Sample 12328: NULL
[*] Sample 12329: NULL
[*] Sample 12330: NULL
[*] Sample 12331: NULL
[*] Sample 12332: NULL
[*] Sample 12333: NULL
[*] Sample 12334: NULL
[*] Sample 12335: 1
[*] Sample 12336: 1
[*] Sample 12337: NULL
[*] Sample 12338: 6
[*] Sample 12339: NULL
[*] Sample 12340: NULL
[*] Sample 12341: NULL
[*] Sample 12342: NULL
[*] Sample 12343: 1
[*] Sample 12344: 7
[*] Sample 12345: NULL
[*] Sample 12346: 8
[*] Sample 12347: NULL
[*] Sample 12348: NULL
[*] Sample 12349: NULL
[*] Sample 12350: NULL
[*] Sample 12351: NULL
[*] Sample 12352: NULL
[*] Sample 12353: 1
[*] Sample 12354: 1
[*] Sample 12355: NULL
[*] Sample 12356: 1
[*] Sample 12357: NULL
[*] Sample 12358: 3
[*] Sample 12359: 1
[*] Sample 12360: NULL
[*] Sample 12361: NULL
[*] Sample 12362: 2
[*] Sample 12363: 2
[*] Sample 12364: 8
[*] Sample 12365: NULL
[*] Sample 12366: NULL
[*] Sample 12367: NULL
[*] Sample 12368: NULL
[*] Sample 12369: 5
[*] Sample 12370: NULL
[*] Sample 12371: 9
[*] Sample 12372: NULL
[*] Sample 12373: NULL
[*] Sample 12374: 2
[*] Sample 12375: 4
[*] Sample 12376: 0
[*] Sample 12377: 0
[*] Sample 12378: NULL
[*] Sample 12379: 1
[*] Sample 12380: NULL
[*] Sample 12381: NULL
[*] Sample 12382: NULL
[*] Sample 12383: NULL
[*] Sample 12384: NULL
[*] Sample 12385: 9
[*] Sample 12386: NULL
[*] Sample 12387: 2
[*] Sample 12388: 9
[*] Sample 12389: 9
[*] Sample 12390: 1
[*] Sample 12391: 5
[*] Sample 12392: NULL
[*] Sample 12393: 7
[*] Sample 12394: NULL
[*] Sample 12395: 8
[*] Sample 12396: 6
[*] Sample 12397: NULL
[*] Sample 12398: 2
[*] Sample 12399: 7
[*] Sample 12400: NULL
[*] Sample 12401: 6
[*] Sample 12402: NULL
[*] Sample 12403: NULL
[*] Sample 12404: 1
[*] Sample 12405: NULL
[*] Sample 12406: NULL
[*] Sample 12407: NULL
[*] Sample 12408: 3
[*] Sample 12409: 3
[*] Sample 12410: NULL
[*] Sample 12411: 7
[*] Sample 12412: NULL
[*] Sample 12413: NULL
[*] Sample 12414: NULL
[*] Sample 12415: NULL
[*] Sample 12416: NULL
[*] Sample 12417: 5
[*] Sample 12418: NULL
[*] Sample 12419: NULL
[*] Sample 12420: NULL
[*] Sample 12421: 0
[*] Sample 12422: 6
[*] Sample 12423: 1
[*] Sample 12424: NULL
[*] Sample 12425: NULL
[*] Sample 12426: 6
[*] Sample 12427: NULL
[*] Sample 12428: 3
[*] Sample 12429: NULL
[*] Sample 12430: NULL
[*] Sample 12431: NULL
[*] Sample 12432: NULL
[*] Sample 12433: NULL
[*] Sample 12434: 7
[*] Sample 12435: 2
[*] Sample 12436: 8
[*] Sample 12437: 4
[*] Sample 12438: 1
[*] Sample 12439: NULL
[*] Sample 12440: NULL
[*] Sample 12441: 1
[*] Sample 12442: NULL
[*] Sample 12443: NULL
[*] Sample 12444: NULL
[*] Sample 12445: 2
[*] Sample 12446: NULL
[*] Sample 12447: 8
[*] Sample 12448: NULL
[*] Sample 12449: NULL
[*] Sample 12450: NULL
[*] Sample 12451: 4
[*] Sample 12452: NULL
[*] Sample 12453: NULL
[*] Sample 12454: NULL
[*] Sample 12455: NULL
[*] Sample 12456: NULL
[*] Sample 12457: NULL
[*] Sample 12458: NULL
[*] Sample 12459: 4
[*] Sample 12460: NULL
[*] Sample 12461: NULL
[*] Sample 12462: NULL
[*] Sample 12463: NULL
[*] Sample 12464: NULL
[*] Sample 12465: NULL
[*] Sample 12466: NULL
[*] Sample 12467: NULL
[*] Sample 12468: NULL
[*] Sample 12469: 5
[*] Sample 12470: NULL
[*] Sample 12471: NULL
[*] Sample 12472: 0
[*] Sample 12473: 1
[*] Sample 12474: NULL
[*] Sample 12475: NULL
[*] Sample 12476: NULL
[*] Sample 12477: NULL
[*] Sample 12478: 5
[*] Sample 12479: 7
[*] Sample 12480: 3
[*] Sample 12481: 1
[*] Sample 12482: 7
[*] Sample 12483: NULL
[*] Sample 12484: NULL
[*] Sample 12485: 5
[*] Sample 12486: NULL
[*] Sample 12487: 2
[*] Sample 12488: NULL
[*] Sample 12489: 2
[*] Sample 12490: NULL
[*] Sample 12491: NULL
[*] Sample 12492: 5
[*] Sample 12493: 1
[*] Sample 12494: NULL
[*] Sample 12495: NULL
[*] Sample 12496: 1
[*] Sample 12497: 3
[*] Sample 12498: 6
[*] Sample 12499: NULL
[*] Sample 12500: 2
[*] Sample 12501: NULL
[*] Sample 12502: NULL
[*] Sample 12503: NULL
[*] Sample 12504: 8
[*] Sample 12505: 7
[*] Sample 12506: NULL
[*] Sample 12507: NULL
[*] Sample 12508: NULL
[*] Sample 12509: NULL
[*] Sample 12510: NULL
[*] Sample 12511: NULL
[*] Sample 12512: NULL
[*] Sample 12513: 1
[*] Sample 12514: NULL
[*] Sample 12515: 9
[*] Sample 12516: NULL
[*] Sample 12517: 9
[*] Sample 12518: 4
[*] Sample 12519: 4
[*] Sample 12520: NULL
[*] Sample 12521: NULL
[*] Sample 12522: NULL
[*] Sample 12523: 2
[*] Sample 12524: NULL
[*] Sample 12525: NULL
[*] Sample 12526: 4
[*] Sample 12527: NULL
[*] Sample 12528: NULL
[*] Sample 12529: NULL
[*] Sample 12530: NULL
[*] Sample 12531: NULL
[*] Sample 12532: 0
[*] Sample 12533: NULL
[*] Sample 12534: NULL
[*] Sample 12535: 9
[*] Sample 12536: NULL
[*] Sample 12537: NULL
[*] Sample 12538: NULL
[*] Sample 12539: NULL
[*] Sample 12540: NULL
[*] Sample 12541: 2
[*] Sample 12542: 9
[*] Sample 12543: NULL
[*] Sample 12544: NULL
[*] Sample 12545: NULL
[*] Sample 12546: 0
[*] Sample 12547: 1
[*] Sample 12548: 8
[*] Sample 12549: 2
[*] Sample 12550: 0
[*] Sample 12551: NULL
[*] Sample 12552: NULL
[*] Sample 12553: NULL
[*] Sample 12554: 6
[*] Sample 12555: NULL
[*] Sample 12556: NULL
[*] Sample 12557: NULL
[*] Sample 12558: NULL
[*] Sample 12559: 7
[*] Sample 12560: 5
[*] Sample 12561: 5
[*] Sample 12562: 4
[*] Sample 12563: NULL
[*] Sample 12564: 8
[*] Sample 12565: NULL
[*] Sample 12566: NULL
[*] Sample 12567: NULL
[*] Sample 12568: 3
[*] Sample 12569: NULL
[*] Sample 12570: 1
[*] Sample 12571: NULL
[*] Sample 12572: NULL
[*] Sample 12573: 2
[*] Sample 12574: NULL
[*] Sample 12575: NULL
[*] Sample 12576: NULL
[*] Sample 12577: NULL
[*] Sample 12578: NULL
[*] Sample 12579: 1
[*] Sample 12580: 1
[*] Sample 12581: NULL
[*] Sample 12582: NULL
[*] Sample 12583: NULL
[*] Sample 12584: 6
[*] Sample 12585: 9
[*] Sample 12586: NULL
[*] Sample 12587: 5
[*] Sample 12588: NULL
[*] Sample 12589: 0
[*] Sample 12590: NULL
[*] Sample 12591: NULL
[*] Sample 12592: NULL
[*] Sample 12593: NULL
[*] Sample 12594: NULL
[*] Sample 12595: 6
[*] Sample 12596: NULL
[*] Sample 12597: NULL
[*] Sample 12598: 1
[*] Sample 12599: NULL
[*] Sample 12600: NULL
[*] Sample 12601: NULL
[*] Sample 12602: NULL
[*] Sample 12603: 4
[*] Sample 12604: NULL
[*] Sample 12605: NULL
[*] Sample 12606: NULL
[*] Sample 12607: NULL
[*] Sample 12608: 1
[*] Sample 12609: NULL
[*] Sample 12610: 1
[*] Sample 12611: 0
[*] Sample 12612: 9
[*] Sample 12613: 1
[*] Sample 12614: 7
[*] Sample 12615: NULL
[*] Sample 12616: NULL
[*] Sample 12617: NULL
[*] Sample 12618: NULL
[*] Sample 12619: NULL
[*] Sample 12620: NULL
[*] Sample 12621: 1
[*] Sample 12622: 6
[*] Sample 12623: 1
[*] Sample 12624: NULL
[*] Sample 12625: 9
[*] Sample 12626: NULL
[*] Sample 12627: NULL
[*] Sample 12628: NULL
[*] Sample 12629: NULL
[*] Sample 12630: 2
[*] Sample 12631: 3
[*] Sample 12632: NULL
[*] Sample 12633: 8
[*] Sample 12634: NULL
[*] Sample 12635: NULL
[*] Sample 12636: NULL
[*] Sample 12637: NULL
[*] Sample 12638: NULL
[*] Sample 12639: NULL
[*] Sample 12640: NULL
[*] Sample 12641: 6
[*] Sample 12642: NULL
[*] Sample 12643: NULL
[*] Sample 12644: 3
[*] Sample 12645: 5
[*] Sample 12646: NULL
[*] Sample 12647: NULL
[*] Sample 12648: 6
[*] Sample 12649: NULL
[*] Sample 12650: 1
[*] Sample 12651: NULL
[*] Sample 12652: NULL
[*] Sample 12653: NULL
[*] Sample 12654: NULL
[*] Sample 12655: NULL
[*] Sample 12656: NULL
[*] Sample 12657: 2
[*] Sample 12658: 5
[*] Sample 12659: NULL
[*] Sample 12660: NULL
[*] Sample 12661: NULL
[*] Sample 12662: 2
[*] Sample 12663: NULL
[*] Sample 12664: NULL
[*] Sample 12665: NULL
[*] Sample 12666: NULL
[*] Sample 12667: 5
[*] Sample 12668: 5
[*] Sample 12669: NULL
[*] Sample 12670: NULL
[*] Sample 12671: NULL
[*] Sample 12672: NULL
[*] Sample 12673: 4
[*] Sample 12674: 6
[*] Sample 12675: 7
[*] Sample 12676: 7
[*] Sample 12677: 2
[*] Sample 12678: 2
[*] Sample 12679: NULL
[*] Sample 12680: 9
[*] Sample 12681: 4
[*] Sample 12682: NULL
[*] Sample 12683: NULL
[*] Sample 12684: 0
[*] Sample 12685: 5
[*] Sample 12686: 1
[*] Sample 12687: 9
[*] Sample 12688: NULL
[*] Sample 12689: NULL
[*] Sample 12690: NULL
[*] Sample 12691: NULL
[*] Sample 12692: 1
[*] Sample 12693: 6
[*] Sample 12694: NULL
[*] Sample 12695: 2
[*] Sample 12696: NULL
[*] Sample 12697: NULL
[*] Sample 12698: NULL
[*] Sample 12699: NULL
[*] Sample 12700: NULL
[*] Sample 12701: 2
[*] Sample 12702: NULL
[*] Sample 12703: NULL
[*] Sample 12704: NULL
[*] Sample 12705: 4
[*] Sample 12706: NULL
[*] Sample 12707: 1
[*] Sample 12708: 5
[*] Sample 12709: NULL
[*] Sample 12710: 7
[*] Sample 12711: 6
[*] Sample 12712: NULL
[*] Sample 12713: NULL
[*] Sample 12714: 1
[*] Sample 12715: NULL
[*] Sample 12716: NULL
[*] Sample 12717: NULL
[*] Sample 12718: 3
[*] Sample 12719: 5
[*] Sample 12720: NULL
[*] Sample 12721: NULL
[*] Sample 12722: 0
[*] Sample 12723: 6
[*] Sample 12724: 1
[*] Sample 12725: NULL
[*] Sample 12726: NULL
[*] Sample 12727: 7
[*] Sample 12728: NULL
[*] Sample 12729: NULL
[*] Sample 12730: NULL
[*] Sample 12731: NULL
[*] Sample 12732: NULL
[*] Sample 12733: NULL
[*] Sample 12734: NULL
[*] Sample 12735: 5
[*] Sample 12736: 5
[*] Sample 12737: NULL
[*] Sample 12738: 0
[*] Sample 12739: 9
[*] Sample 12740: 3
[*] Sample 12741: NULL
[*] Sample 12742: 9
[*] Sample 12743: NULL
[*] Sample 12744: 1
[*] Sample 12745: 5
[*] Sample 12746: NULL
[*] Sample 12747: NULL
[*] Sample 12748: NULL
[*] Sample 12749: NULL
[*] Sample 12750: NULL
[*] Sample 12751: NULL
[*] Sample 12752: NULL
[*] Sample 12753: 5
[*] Sample 12754: 7
[*] Sample 12755: NULL
[*] Sample 12756: NULL
[*] Sample 12757: NULL
[*] Sample 12758: 5
[*] Sample 12759: NULL
[*] Sample 12760: NULL
[*] Sample 12761: 6
[*] Sample 12762: NULL
[*] Sample 12763: NULL
[*] Sample 12764: 5
[*] Sample 12765: 3
[*] Sample 12766: 1
[*] Sample 12767: 3
[*] Sample 12768: 2
[*] Sample 12769: 4
[*] Sample 12770: NULL
[*] Sample 12771: NULL
[*] Sample 12772: 5
[*] Sample 12773: NULL
[*] Sample 12774: NULL
[*] Sample 12775: 2
[*] Sample 12776: 2
[*] Sample 12777: NULL
[*] Sample 12778: 4
[*] Sample 12779: NULL
[*] Sample 12780: 3
[*] Sample 12781: NULL
[*] Sample 12782: 5
[*] Sample 12783: NULL
[*] Sample 12784: NULL
[*] Sample 12785: NULL
[*] Sample 12786: 6
[*] Sample 12787: 3
[*] Sample 12788: NULL
[*] Sample 12789: NULL
[*] Sample 12790: NULL
[*] Sample 12791: 2
[*] Sample 12792: 4
[*] Sample 12793: 4
[*] Sample 12794: NULL
[*] Sample 12795: 3
[*] Sample 12796: NULL
