Number of parties: 4
[*] Sample 4879: 8
[*] Sample 4880: NULL
[*] Sample 4881: 7
[*] Sample 4882: 6
[*] Sample 4883: 6
[*] Sample 4884: 9
[*] Sample 4885: NULL
[*] Sample 4886: 3
[*] Sample 4887: NULL
[*] Sample 4888: NULL
[*] Sample 4889: NULL
[*] Sample 4890: NULL
[*] Sample 4891: 0
[*] Sample 4892: 5
[*] Sample 4893: NULL
[*] Sample 4894: 3
[*] Sample 4895: NULL
[*] Sample 4896: NULL
[*] Sample 4897: 6
[*] Sample 4898: NULL
[*] Sample 4899: NULL
[*] Sample 4900: NULL
[*] Sample 4901: NULL
[*] Sample 4902: 5
[*] Sample 4903: 1
[*] Sample 4904: 3
[*] Sample 4905: NULL
[*] Sample 4906: NULL
[*] Sample 4907: NULL
[*] Sample 4908: 6
[*] Sample 4909: 1
[*] Sample 4910: 9
[*] Sample 4911: NULL
[*] Sample 4912: NULL
[*] Sample 4913: NULL
[*] Sample 4914: 1
[*] Sample 4915: 5
[*] Sample 4916: 4
[*] Sample 4917: NULL
[*] Sample 4918: 9
[*] Sample 4919: NULL
[*] Sample 4920: NULL
[*] Sample 4921: NULL
[*] Sample 4922: NULL
[*] Sample 4923: 0
[*] Sample 4924: NULL
[*] Sample 4925: 3
[*] Sample 4926: 6
[*] Sample 4927: NULL
[*] Sample 4928: NULL
[*] Sample 4929: NULL
[*] Sample 4930: NULL
[*] Sample 4931: NULL
[*] Sample 4932: NULL
[*] Sample 4933: NULL
[*] Sample 4934: 6
[*] Sample 4935: NULL
[*] Sample 4936: 7
[*] Sample 4937: 0
[*] Sample 4938: NULL
[*] Sample 4939: NULL
[*] Sample 4940: 3
[*] Sample 4941: NULL
[*] Sample 4942: NULL
[*] Sample 4943: 7
[*] Sample 4944: 2
[*] Sample 4945: NULL
[*] Sample 4946: 4
[*] Sample 4947: 9
[*] Sample 4948: NULL
[*] Sample 4949: NULL
[*] Sample 4950: 3
[*] Sample 4951: NULL
[*] Sample 4952: NULL
[*] Sample 4953: NULL
[*] Sample 4954: NULL
[*] Sample 4955: NULL
[*] Sample 4956: NULL
[*] Sample 4957: NULL
[*] Sample 4958: 0
[*] Sample 4959: 0
[*] Sample 4960: NULL
[*] Sample 4961: 2
[*] Sample 4962: 2
[*] Sample 4963: 9
[*] Sample 4964: 2
[*] Sample 4965: 2
[*] Sample 4966: NULL
[*] Sample 4967: 9
[*] Sample 4968: NULL
[*] Sample 4969: 2
[*] Sample 4970: 7
[*] Sample 4971: 9
[*] Sample 4972: 1
[*] Sample 4973: NULL
[*] Sample 4974: 4
[*] Sample 4975: NULL
[*] Sample 4976: NULL
[*] Sample 4977: 1
[*] Sample 4978: NULL
[*] Sample 4979: NULL
[*] Sample 4980: 6
[*] Sample 4981: NULL
[*] Sample 4982: NULL
[*] Sample 4983: NULL
[*] Sample 4984: NULL
[*] Sample 4985: NULL
[*] Sample 4986: NULL
[*] Sample 4987: 4
[*] Sample 4988: NULL
[*] Sample 4989: 9
[*] Sample 4990: 9
[*] Sample 4991: NULL
[*] Sample 4992: 0
[*] Sample 4993: 7
[*] Sample 4994: 7
[*] Sample 4995: 2
[*] Sample 4996: NULL
[*] Sample 4997: NULL
[*] Sample 4998: 4
[*] Sample 4999: 0
[*] Sample 5000: 3
[*] Sample 5001: NULL
[*] Sample 5002: 9
[*] Sample 5003: 8
[*] Sample 5004: NULL
[*] Sample 5005: 1
[*] Sample 5006: 0
[*] Sample 5007: NULL
[*] Sample 5008: 0
[*] Sample 5009: NULL
[*] Sample 5010: 6
[*] Sample 5011: 8
[*] Sample 5012: NULL
[*] Sample 5013: 1
[*] Sample 5014: 1
[*] Sample 5015: 9
[*] Sample 5016: 8
[*] Sample 5017: NULL
[*] Sample 5018: 2
[*] Sample 5019: NULL
[*] Sample 5020: NULL
[*] Sample 5021: 5
[*] Sample 5022: 9
[*] Sample 5023: 7
[*] Sample 5024: 2
[*] Sample 5025: NULL
[*] Sample 5026: NULL
[*] Sample 5027: 4
[*] Sample 5028: 3
[*] Sample 5029: NULL
[*] Sample 5030: NULL
[*] Sample 5031: 0
[*] Sample 5032: NULL
[*] Sample 5033: NULL
[*] Sample 5034: 3
[*] Sample 5035: NULL
[*] Sample 5036: NULL
[*] Sample 5037: 2
[*] Sample 5038: 3
[*] Sample 5039: NULL
[*] Sample 5040: 7
[*] Sample 5041: NULL
[*] Sample 5042: NULL
[*] Sample 5043: NULL
[*] Sample 5044: NULL
[*] Sample 5045: NULL
[*] Sample 5046: NULL
[*] Sample 5047: NULL
[*] Sample 5048: 7
[*] Sample 5049: NULL
[*] Sample 5050: NULL
[*] Sample 5051: 0
[*] Sample 5052: NULL
[*] Sample 5053: NULL
[*] Sample 5054: NULL
[*] Sample 5055: 4
[*] Sample 5056: 5
[*] Sample 5057: NULL
[*] Sample 5058: NULL
[*] Sample 5059: 4
[*] Sample 5060: 9
[*] Sample 5061: 8
[*] Sample 5062: NULL
[*] Sample 5063: NULL
[*] Sample 5064: NULL
[*] Sample 5065: NULL
[*] Sample 5066: NULL
[*] Sample 5067: NULL
[*] Sample 5068: 9
[*] Sample 5069: NULL
[*] Sample 5070: 9
[*] Sample 5071: 7
[*] Sample 5072: NULL
[*] Sample 5073: 9
[*] Sample 5074: NULL
[*] Sample 5075: NULL
[*] Sample 5076: NULL
[*] Sample 5077: NULL
[*] Sample 5078: NULL
[*] Sample 5079: NULL
[*] Sample 5080: NULL
[*] Sample 5081: 1
[*] Sample 5082: 4
[*] Sample 5083: NULL
[*] Sample 5084: NULL
[*] Sample 5085: 6
[*] Sample 5086: 2
[*] Sample 5087: NULL
[*] Sample 5088: 0
[*] Sample 5089: NULL
[*] Sample 5090: 1
[*] Sample 5091: 3
[*] Sample 5092: NULL
[*] Sample 5093: 1
[*] Sample 5094: NULL
[*] Sample 5095: 2
[*] Sample 5096: NULL
[*] Sample 5097: 6
[*] Sample 5098: 5
[*] Sample 5099: NULL
[*] Sample 5100: NULL
[*] Sample 5101: NULL
[*] Sample 5102: 5
[*] Sample 5103: NULL
[*] Sample 5104: NULL
[*] Sample 5105: 2
[*] Sample 5106: NULL
[*] Sample 5107: 7
[*] Sample 5108: NULL
[*] Sample 5109: NULL
[*] Sample 5110: 7
[*] Sample 5111: NULL
[*] Sample 5112: NULL
[*] Sample 5113: 1
[*] Sample 5114: NULL
[*] Sample 5115: 4
[*] Sample 5116: 6
[*] Sample 5117: NULL
[*] Sample 5118: NULL
[*] Sample 5119: NULL
[*] Sample 5120: NULL
[*] Sample 5121: 7
[*] Sample 5122: 7
[*] Sample 5123: 4
[*] Sample 5124: NULL
[*] Sample 5125: 2
[*] Sample 5126: 4
[*] Sample 5127: 5
[*] Sample 5128: 1
[*] Sample 5129: NULL
[*] Sample 5130: NULL
[*] Sample 5131: NULL
[*] Sample 5132: NULL
[*] Sample 5133: NULL
[*] Sample 5134: NULL
[*] Sample 5135: 9
[*] Sample 5136: 6
[*] Sample 5137: NULL
[*] Sample 5138: NULL
[*] Sample 5139: NULL
[*] Sample 5140: NULL
[*] Sample 5141: 0
[*] Sample 5142: NULL
[*] Sample 5143: 5
[*] Sample 5144: 8
[*] Sample 5145: 6
[*] Sample 5146: NULL
[*] Sample 5147: 0
[*] Sample 5148: 1
[*] Sample 5149: 2
[*] Sample 5150: NULL
[*] Sample 5151: NULL
[*] Sample 5152: 5
[*] Sample 5153: 6
[*] Sample 5154: NULL
[*] Sample 5155: NULL
[*] Sample 5156: 1
[*] Sample 5157: 2
[*] Sample 5158: 3
[*] Sample 5159: 5
[*] Sample 5160: 5
[*] Sample 5161: 9
[*] Sample 5162: 7
[*] Sample 5163: 8
[*] Sample 5164: 9
[*] Sample 5165: NULL
[*] Sample 5166: NULL
[*] Sample 5167: 2
[*] Sample 5168: 3
[*] Sample 5169: NULL
[*] Sample 5170: 5
[*] Sample 5171: 6
[*] Sample 5172: 7
[*] Sample 5173: NULL
[*] Sample 5174: NULL
[*] Sample 5175: 4
[*] Sample 5176: 6
[*] Sample 5177: 9
[*] Sample 5178: 9
[*] Sample 5179: 7
[*] Sample 5180: NULL
[*] Sample 5181: 9
[*] Sample 5182: NULL
[*] Sample 5183: NULL
[*] Sample 5184: NULL
[*] Sample 5185: NULL
[*] Sample 5186: NULL
[*] Sample 5187: 5
[*] Sample 5188: NULL
[*] Sample 5189: 2
[*] Sample 5190: NULL
[*] Sample 5191: 7
[*] Sample 5192: NULL
[*] Sample 5193: 1
[*] Sample 5194: 5
[*] Sample 5195: 4
[*] Sample 5196: NULL
[*] Sample 5197: 5
[*] Sample 5198: NULL
[*] Sample 5199: 6
[*] Sample 5200: NULL
[*] Sample 5201: 7
[*] Sample 5202: 4
[*] Sample 5203: NULL
[*] Sample 5204: 2
[*] Sample 5205: NULL
[*] Sample 5206: NULL
[*] Sample 5207: NULL
[*] Sample 5208: 1
[*] Sample 5209: 9
[*] Sample 5210: 9
[*] Sample 5211: 1
[*] Sample 5212: NULL
[*] Sample 5213: 6
[*] Sample 5214: NULL
[*] Sample 5215: NULL
[*] Sample 5216: 5
[*] Sample 5217: 2
[*] Sample 5218: 6
[*] Sample 5219: NULL
[*] Sample 5220: NULL
[*] Sample 5221: NULL
[*] Sample 5222: NULL
[*] Sample 5223: NULL
[*] Sample 5224: NULL
[*] Sample 5225: 3
[*] Sample 5226: 8
[*] Sample 5227: 1
[*] Sample 5228: NULL
[*] Sample 5229: 5
[*] Sample 5230: 6
[*] Sample 5231: 5
[*] Sample 5232: 1
[*] Sample 5233: NULL
[*] Sample 5234: NULL
[*] Sample 5235: 7
[*] Sample 5236: 8
[*] Sample 5237: NULL
[*] Sample 5238: NULL
[*] Sample 5239: NULL
[*] Sample 5240: 7
[*] Sample 5241: 0
[*] Sample 5242: 9
[*] Sample 5243: 6
[*] Sample 5244: 0
[*] Sample 5245: NULL
[*] Sample 5246: 7
[*] Sample 5247: 1
[*] Sample 5248: NULL
[*] Sample 5249: 0
[*] Sample 5250: 6
[*] Sample 5251: NULL
[*] Sample 5252: 9
[*] Sample 5253: 0
[*] Sample 5254: 6
[*] Sample 5255: 0
[*] Sample 5256: 4
[*] Sample 5257: 0
[*] Sample 5258: NULL
[*] Sample 5259: NULL
[*] Sample 5260: 4
[*] Sample 5261: 7
[*] Sample 5262: NULL
[*] Sample 5263: 6
[*] Sample 5264: 2
[*] Sample 5265: 6
[*] Sample 5266: 2
[*] Sample 5267: NULL
[*] Sample 5268: 7
[*] Sample 5269: 7
[*] Sample 5270: 0
[*] Sample 5271: 1
[*] Sample 5272: 2
[*] Sample 5273: 3
[*] Sample 5274: NULL
[*] Sample 5275: 5
[*] Sample 5276: NULL
[*] Sample 5277: 4
[*] Sample 5278: NULL
[*] Sample 5279: 7
[*] Sample 5280: NULL
[*] Sample 5281: NULL
[*] Sample 5282: 2
[*] Sample 5283: 8
[*] Sample 5284: NULL
[*] Sample 5285: 3
[*] Sample 5286: 6
[*] Sample 5287: NULL
[*] Sample 5288: 9
[*] Sample 5289: 9
[*] Sample 5290: 0
[*] Sample 5291: NULL
[*] Sample 5292: NULL
[*] Sample 5293: NULL
[*] Sample 5294: 4
[*] Sample 5295: 5
[*] Sample 5296: 6
[*] Sample 5297: 7
[*] Sample 5298: NULL
[*] Sample 5299: 8
[*] Sample 5300: 8
[*] Sample 5301: NULL
[*] Sample 5302: NULL
[*] Sample 5303: NULL
[*] Sample 5304: 7
[*] Sample 5305: NULL
[*] Sample 5306: 8
[*] Sample 5307: NULL
[*] Sample 5308: NULL
[*] Sample 5309: NULL
[*] Sample 5310: NULL
[*] Sample 5311: NULL
[*] Sample 5312: NULL
[*] Sample 5313: 7
[*] Sample 5314: 1
[*] Sample 5315: NULL
[*] Sample 5316: 1
[*] Sample 5317: NULL
[*] Sample 5318: NULL
[*] Sample 5319: 4
[*] Sample 5320: 0
[*] Sample 5321: NULL
[*] Sample 5322: 4
[*] Sample 5323: 1
[*] Sample 5324: NULL
[*] Sample 5325: 5
[*] Sample 5326: 7
[*] Sample 5327: 1
[*] Sample 5328: 3
[*] Sample 5329: NULL
[*] Sample 5330: 3
[*] Sample 5331: 6
[*] Sample 5332: NULL
[*] Sample 5333: NULL
[*] Sample 5334: 7
[*] Sample 5335: NULL
[*] Sample 5336: 7
[*] Sample 5337: 0
[*] Sample 5338: 2
[*] Sample 5339: NULL
[*] Sample 5340: 2
[*] Sample 5341: 6
[*] Sample 5342: NULL
[*] Sample 5343: 8
[*] Sample 5344: NULL
[*] Sample 5345: 4
[*] Sample 5346: 3
[*] Sample 5347: 5
[*] Sample 5348: NULL
[*] Sample 5349: 0
[*] Sample 5350: 1
[*] Sample 5351: NULL
[*] Sample 5352: NULL
[*] Sample 5353: 1
[*] Sample 5354: NULL
[*] Sample 5355: 4
[*] Sample 5356: 3
[*] Sample 5357: 6
[*] Sample 5358: 3
[*] Sample 5359: NULL
[*] Sample 5360: NULL
[*] Sample 5361: NULL
[*] Sample 5362: 4
[*] Sample 5363: NULL
[*] Sample 5364: 5
[*] Sample 5365: NULL
[*] Sample 5366: NULL
[*] Sample 5367: 2
[*] Sample 5368: 0
[*] Sample 5369: 0
[*] Sample 5370: NULL
[*] Sample 5371: 7
[*] Sample 5372: NULL
[*] Sample 5373: NULL
[*] Sample 5374: NULL
[*] Sample 5375: NULL
[*] Sample 5376: NULL
[*] Sample 5377: NULL
[*] Sample 5378: 6
[*] Sample 5379: NULL
[*] Sample 5380: 9
[*] Sample 5381: 2
[*] Sample 5382: NULL
[*] Sample 5383: NULL
[*] Sample 5384: 1
[*] Sample 5385: NULL
[*] Sample 5386: 2
[*] Sample 5387: NULL
[*] Sample 5388: NULL
[*] Sample 5389: 3
[*] Sample 5390: NULL
[*] Sample 5391: 6
[*] Sample 5392: 2
[*] Sample 5393: 4
[*] Sample 5394: 3
[*] Sample 5395: 4
[*] Sample 5396: NULL
[*] Sample 5397: NULL
[*] Sample 5398: NULL
[*] Sample 5399: NULL
[*] Sample 5400: 2
[*] Sample 5401: NULL
[*] Sample 5402: NULL
[*] Sample 5403: NULL
[*] Sample 5404: NULL
[*] Sample 5405: 0
[*] Sample 5406: 1
[*] Sample 5407: 2
[*] Sample 5408: NULL
[*] Sample 5409: NULL
[*] Sample 5410: 5
[*] Sample 5411: 8
[*] Sample 5412: 7
[*] Sample 5413: 8
[*] Sample 5414: NULL
[*] Sample 5415: 0
[*] Sample 5416: 1
[*] Sample 5417: 2
[*] Sample 5418: NULL
[*] Sample 5419: NULL
[*] Sample 5420: NULL
[*] Sample 5421: NULL
[*] Sample 5422: 7
[*] Sample 5423: 8
[*] Sample 5424: NULL
[*] Sample 5425: NULL
[*] Sample 5426: NULL
[*] Sample 5427: 2
[*] Sample 5428: 9
[*] Sample 5429: 9
[*] Sample 5430: NULL
[*] Sample 5431: 1
[*] Sample 5432: 1
[*] Sample 5433: NULL
[*] Sample 5434: NULL
[*] Sample 5435: 0
[*] Sample 5436: NULL
[*] Sample 5437: 7
[*] Sample 5438: NULL
[*] Sample 5439: 1
[*] Sample 5440: 4
[*] Sample 5441: 6
[*] Sample 5442: NULL
[*] Sample 5443: NULL
[*] Sample 5444: NULL
[*] Sample 5445: 5
[*] Sample 5446: 3
[*] Sample 5447: 9
[*] Sample 5448: NULL
[*] Sample 5449: NULL
[*] Sample 5450: 0
[*] Sample 5451: 5
[*] Sample 5452: NULL
[*] Sample 5453: 1
[*] Sample 5454: 6
[*] Sample 5455: NULL
[*] Sample 5456: 9
[*] Sample 5457: NULL
[*] Sample 5458: NULL
[*] Sample 5459: NULL
[*] Sample 5460: 1
[*] Sample 5461: NULL
[*] Sample 5462: NULL
[*] Sample 5463: 0
[*] Sample 5464: NULL
[*] Sample 5465: NULL
[*] Sample 5466: NULL
[*] Sample 5467: NULL
[*] Sample 5468: 7
[*] Sample 5469: 6
[*] Sample 5470: 0
[*] Sample 5471: 7
[*] Sample 5472: 3
[*] Sample 5473: NULL
[*] Sample 5474: NULL
[*] Sample 5475: NULL
[*] Sample 5476: NULL
[*] Sample 5477: 1
[*] Sample 5478: 8
[*] Sample 5479: NULL
[*] Sample 5480: 8
[*] Sample 5481: NULL
[*] Sample 5482: 7
[*] Sample 5483: 9
[*] Sample 5484: NULL
[*] Sample 5485: NULL
[*] Sample 5486: 1
[*] Sample 5487: 2
[*] Sample 5488: 5
[*] Sample 5489: 8
[*] Sample 5490: 1
[*] Sample 5491: 9
[*] Sample 5492: 5
[*] Sample 5493: 8
[*] Sample 5494: NULL
[*] Sample 5495: 1
[*] Sample 5496: NULL
[*] Sample 5497: 6
[*] Sample 5498: 7
[*] Sample 5499: 1
[*] Sample 5500: NULL
[*] Sample 5501: NULL
[*] Sample 5502: 2
[*] Sample 5503: NULL
[*] Sample 5504: NULL
[*] Sample 5505: 0
[*] Sample 5506: NULL
[*] Sample 5507: 2
[*] Sample 5508: NULL
[*] Sample 5509: 4
[*] Sample 5510: 6
[*] Sample 5511: NULL
[*] Sample 5512: NULL
[*] Sample 5513: 0
[*] Sample 5514: NULL
[*] Sample 5515: 2
[*] Sample 5516: 3
[*] Sample 5517: 4
[*] Sample 5518: 2
[*] Sample 5519: 3
[*] Sample 5520: 1
[*] Sample 5521: 2
[*] Sample 5522: NULL
[*] Sample 5523: NULL
[*] Sample 5524: 1
[*] Sample 5525: NULL
[*] Sample 5526: NULL
[*] Sample 5527: 9
[*] Sample 5528: NULL
[*] Sample 5529: NULL
[*] Sample 5530: NULL
[*] Sample 5531: 0
[*] Sample 5532: 0
[*] Sample 5533: NULL
[*] Sample 5534: 1
[*] Sample 5535: NULL
[*] Sample 5536: NULL
[*] Sample 5537: 9
[*] Sample 5538: 3
[*] Sample 5539: 6
[*] Sample 5540: 5
[*] Sample 5541: 2
[*] Sample 5542: NULL
[*] Sample 5543: 8
[*] Sample 5544: 1
[*] Sample 5545: NULL
[*] Sample 5546: NULL
[*] Sample 5547: NULL
[*] Sample 5548: 8
[*] Sample 5549: 7
[*] Sample 5550: NULL
[*] Sample 5551: 6
[*] Sample 5552: 1
[*] Sample 5553: 1
[*] Sample 5554: NULL
[*] Sample 5555: NULL
[*] Sample 5556: NULL
[*] Sample 5557: 2
[*] Sample 5558: 6
[*] Sample 5559: NULL
[*] Sample 5560: NULL
[*] Sample 5561: 9
[*] Sample 5562: 2
[*] Sample 5563: NULL
[*] Sample 5564: NULL
[*] Sample 5565: NULL
[*] Sample 5566: 1
[*] Sample 5567: 0
[*] Sample 5568: NULL
[*] Sample 5569: NULL
[*] Sample 5570: 5
[*] Sample 5571: 3
[*] Sample 5572: 5
[*] Sample 5573: NULL
[*] Sample 5574: 5
[*] Sample 5575: NULL
[*] Sample 5576: NULL
[*] Sample 5577: NULL
[*] Sample 5578: 6
[*] Sample 5579: NULL
[*] Sample 5580: 9
[*] Sample 5581: NULL
[*] Sample 5582: NULL
[*] Sample 5583: 3
[*] Sample 5584: 0
[*] Sample 5585: 3
[*] Sample 5586: 8
[*] Sample 5587: NULL
[*] Sample 5588: NULL
[*] Sample 5589: NULL
[*] Sample 5590: NULL
[*] Sample 5591: NULL
[*] Sample 5592: 0
[*] Sample 5593: NULL
[*] Sample 5594: 1
[*] Sample 5595: 2
[*] Sample 5596: 3
[*] Sample 5597: 4
[*] Sample 5598: NULL
[*] Sample 5599: NULL
[*] Sample 5600: NULL
[*] Sample 5601: NULL
[*] Sample 5602: NULL
[*] Sample 5603: 6
[*] Sample 5604: NULL
[*] Sample 5605: NULL
[*] Sample 5606: 8
[*] Sample 5607: 4
[*] Sample 5608: 6
[*] Sample 5609: 6
[*] Sample 5610: 9
[*] Sample 5611: NULL
[*] Sample 5612: NULL
[*] Sample 5613: NULL
[*] Sample 5614: 0
[*] Sample 5615: 2
[*] Sample 5616: NULL
[*] Sample 5617: 4
[*] Sample 5618: 5
[*] Sample 5619: 6
[*] Sample 5620: NULL
[*] Sample 5621: NULL
[*] Sample 5622: 9
[*] Sample 5623: NULL
[*] Sample 5624: NULL
[*] Sample 5625: 7
[*] Sample 5626: NULL
[*] Sample 5627: NULL
[*] Sample 5628: NULL
[*] Sample 5629: NULL
[*] Sample 5630: 1
[*] Sample 5631: 4
[*] Sample 5632: NULL
[*] Sample 5633: NULL
[*] Sample 5634: 3
[*] Sample 5635: NULL
[*] Sample 5636: 2
[*] Sample 5637: 1
[*] Sample 5638: NULL
[*] Sample 5639: NULL
[*] Sample 5640: 7
[*] Sample 5641: 2
[*] Sample 5642: 0
[*] Sample 5643: 2
[*] Sample 5644: 2
[*] Sample 5645: 9
[*] Sample 5646: NULL
[*] Sample 5647: NULL
[*] Sample 5648: 8
[*] Sample 5649: NULL
[*] Sample 5650: 3
[*] Sample 5651: 1
[*] Sample 5652: 0
[*] Sample 5653: NULL
[*] Sample 5654: NULL
[*] Sample 5655: 7
[*] Sample 5656: NULL
[*] Sample 5657: NULL
[*] Sample 5658: 5
[*] Sample 5659: NULL
[*] Sample 5660: 6
[*] Sample 5661: NULL
[*] Sample 5662: 5
[*] Sample 5663: NULL
[*] Sample 5664: 0
[*] Sample 5665: NULL
[*] Sample 5666: 1
[*] Sample 5667: 2
[*] Sample 5668: 5
[*] Sample 5669: 0
[*] Sample 5670: NULL
[*] Sample 5671: NULL
[*] Sample 5672: 9
[*] Sample 5673: NULL
[*] Sample 5674: 3
[*] Sample 5675: 8
[*] Sample 5676: NULL
[*] Sample 5677: NULL
[*] Sample 5678: NULL
[*] Sample 5679: 1
[*] Sample 5680: 9
[*] Sample 5681: NULL
[*] Sample 5682: 5
[*] Sample 5683: NULL
[*] Sample 5684: 0
[*] Sample 5685: NULL
[*] Sample 5686: NULL
[*] Sample 5687: NULL
[*] Sample 5688: 9
[*] Sample 5689: NULL
[*] Sample 5690: NULL
[*] Sample 5691: NULL
[*] Sample 5692: NULL
[*] Sample 5693: NULL
[*] Sample 5694: 6
[*] Sample 5695: NULL
[*] Sample 5696: 4
[*] Sample 5697: NULL
[*] Sample 5698: 4
[*] Sample 5699: 1
[*] Sample 5700: 3
[*] Sample 5701: NULL
[*] Sample 5702: NULL
[*] Sample 5703: 3
[*] Sample 5704: 9
[*] Sample 5705: 9
[*] Sample 5706: 5
[*] Sample 5707: 9
[*] Sample 5708: NULL
[*] Sample 5709: NULL
[*] Sample 5710: NULL
[*] Sample 5711: NULL
[*] Sample 5712: NULL
[*] Sample 5713: 4
[*] Sample 5714: 9
[*] Sample 5715: 6
[*] Sample 5716: NULL
[*] Sample 5717: 8
[*] Sample 5718: NULL
[*] Sample 5719: NULL
[*] Sample 5720: NULL
[*] Sample 5721: 0
[*] Sample 5722: NULL
[*] Sample 5723: NULL
[*] Sample 5724: NULL
[*] Sample 5725: 4
[*] Sample 5726: NULL
[*] Sample 5727: 6
[*] Sample 5728: 7
[*] Sample 5729: NULL
[*] Sample 5730: NULL
[*] Sample 5731: 0
[*] Sample 5732: NULL
[*] Sample 5733: 2
[*] Sample 5734: NULL
[*] Sample 5735: 4
[*] Sample 5736: 6
[*] Sample 5737: NULL
[*] Sample 5738: 2
[*] Sample 5739: NULL
[*] Sample 5740: NULL
[*] Sample 5741: NULL
[*] Sample 5742: NULL
[*] Sample 5743: 6
[*] Sample 5744: NULL
[*] Sample 5745: NULL
[*] Sample 5746: NULL
[*] Sample 5747: 3
[*] Sample 5748: NULL
[*] Sample 5749: NULL
[*] Sample 5750: NULL
[*] Sample 5751: NULL
[*] Sample 5752: NULL
[*] Sample 5753: NULL
[*] Sample 5754: NULL
[*] Sample 5755: NULL
[*] Sample 5756: NULL
[*] Sample 5757: NULL
[*] Sample 5758: 4
[*] Sample 5759: NULL
[*] Sample 5760: 3
[*] Sample 5761: NULL
[*] Sample 5762: 1
[*] Sample 5763: NULL
[*] Sample 5764: NULL
[*] Sample 5765: NULL
[*] Sample 5766: 3
[*] Sample 5767: 2
[*] Sample 5768: NULL
[*] Sample 5769: NULL
[*] Sample 5770: NULL
[*] Sample 5771: NULL
[*] Sample 5772: NULL
[*] Sample 5773: 7
[*] Sample 5774: NULL
[*] Sample 5775: 8
[*] Sample 5776: NULL
[*] Sample 5777: 8
[*] Sample 5778: 0
[*] Sample 5779: NULL
[*] Sample 5780: NULL
[*] Sample 5781: 9
[*] Sample 5782: 4
[*] Sample 5783: 1
[*] Sample 5784: 9
[*] Sample 5785: 2
[*] Sample 5786: 1
[*] Sample 5787: NULL
[*] Sample 5788: 6
[*] Sample 5789: NULL
[*] Sample 5790: NULL
[*] Sample 5791: NULL
[*] Sample 5792: 2
[*] Sample 5793: NULL
[*] Sample 5794: 1
[*] Sample 5795: 7
[*] Sample 5796: 3
[*] Sample 5797: NULL
[*] Sample 5798: NULL
[*] Sample 5799: NULL
[*] Sample 5800: NULL
[*] Sample 5801: NULL
[*] Sample 5802: 5
[*] Sample 5803: 8
[*] Sample 5804: 3
[*] Sample 5805: NULL
[*] Sample 5806: NULL
[*] Sample 5807: 5
[*] Sample 5808: 7
[*] Sample 5809: NULL
[*] Sample 5810: 6
[*] Sample 5811: NULL
[*] Sample 5812: 0
[*] Sample 5813: NULL
[*] Sample 5814: 3
[*] Sample 5815: NULL
[*] Sample 5816: NULL
[*] Sample 5817: NULL
[*] Sample 5818: NULL
[*] Sample 5819: 6
[*] Sample 5820: 2
[*] Sample 5821: NULL
[*] Sample 5822: NULL
[*] Sample 5823: NULL
[*] Sample 5824: 3
[*] Sample 5825: NULL
[*] Sample 5826: 6
[*] Sample 5827: 0
[*] Sample 5828: 0
[*] Sample 5829: 2
[*] Sample 5830: 9
[*] Sample 5831: NULL
[*] Sample 5832: NULL
[*] Sample 5833: 5
[*] Sample 5834: 6
[*] Sample 5835: 8
[*] Sample 5836: 8
[*] Sample 5837: NULL
[*] Sample 5838: 0
[*] Sample 5839: 1
[*] Sample 5840: NULL
[*] Sample 5841: NULL
[*] Sample 5842: 4
[*] Sample 5843: NULL
[*] Sample 5844: NULL
[*] Sample 5845: 9
[*] Sample 5846: NULL
[*] Sample 5847: 0
[*] Sample 5848: 1
[*] Sample 5849: NULL
[*] Sample 5850: 3
[*] Sample 5851: 4
[*] Sample 5852: NULL
[*] Sample 5853: 6
[*] Sample 5854: NULL
[*] Sample 5855: NULL
[*] Sample 5856: NULL
[*] Sample 5857: NULL
[*] Sample 5858: 9
[*] Sample 5859: 1
[*] Sample 5860: 3
[*] Sample 5861: 7
[*] Sample 5862: 3
[*] Sample 5863: NULL
[*] Sample 5864: NULL
[*] Sample 5865: NULL
[*] Sample 5866: NULL
[*] Sample 5867: NULL
[*] Sample 5868: 9
[*] Sample 5869: 9
[*] Sample 5870: 0
[*] Sample 5871: NULL
[*] Sample 5872: NULL
[*] Sample 5873: NULL
[*] Sample 5874: 8
[*] Sample 5875: 8
[*] Sample 5876: 3
[*] Sample 5877: 4
[*] Sample 5878: NULL
[*] Sample 5879: NULL
[*] Sample 5880: NULL
[*] Sample 5881: NULL
[*] Sample 5882: 4
[*] Sample 5883: NULL
[*] Sample 5884: 6
[*] Sample 5885: NULL
[*] Sample 5886: 6
[*] Sample 5887: NULL
[*] Sample 5888: 0
[*] Sample 5889: 1
[*] Sample 5890: 6
[*] Sample 5891: 2
[*] Sample 5892: NULL
[*] Sample 5893: 1
[*] Sample 5894: 9
[*] Sample 5895: NULL
[*] Sample 5896: NULL
[*] Sample 5897: NULL
[*] Sample 5898: 6
[*] Sample 5899: 0
[*] Sample 5900: NULL
[*] Sample 5901: 6
[*] Sample 5902: 1
[*] Sample 5903: 9
[*] Sample 5904: NULL
[*] Sample 5905: NULL
[*] Sample 5906: 9
[*] Sample 5907: 8
[*] Sample 5908: 9
[*] Sample 5909: 6
[*] Sample 5910: 5
[*] Sample 5911: NULL
[*] Sample 5912: 1
[*] Sample 5913: NULL
[*] Sample 5914: 4
